CASE_ID,UNIQUE_CORRELATION_ID,CHARGE_ID,CASE_CREATED_DATE,CHARGE_DEGREE,CHARGE_LEVEL,CORRELATION_ID,DEF_PROSEC_PRETRIAL_DIVER_AGREE_DATE,DEF_STATUTE_CHAPTER_CODE,DEF_STATUTE_CHAPTER_GROUPING,DEF_STATUTE_SECTION,DEF_STATUTE_SUBSECTION,DEFENDANT_AGE,DEFENDANT_RACE_TYPE_DESC,DEFENDANT_SEX_TYPE_DESC,DEFENDANT_ETHNICITY_TYPE_DESC,DEFENDANT_ID,DRUG_TYPE_DESC,FINAL_ACTION_PROSECUTOR,FINAL_ACTION_DESC,FINAL_DECISION,OFFENSE_CODE,OFFENSE_FCIC_TYPE_DESC,OWNER_ORI,STATUTE,VICTIM_AGE,VICTIM_RACE_TYPE_DESC,VICTIM_SEX_TYPE_DESC,VICTIM_ETHNICITY_TYPE_DESC,VICTIM_ID,VICTIM_RELATIONSHIP_TO_OFFENDER_CODE,UCN_COUNTY_CODE,AGENCY_NAME,COUNTY_DESCRIPTION,STATE
5348086,e603ebfe-835a-4421-a651-7248c2845eae,22742120,28:33.2,First Degree,Misdemeanor,e603ebfe-835a-4421-a651-7248c2845eae,,,,,,,White,Female,Hispanic or Latino,22137230,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347671,ee58af04-a267-45b1-b71a-95c765d30a43,22741471,00:48.8,First Degree,Misdemeanor,ee58af04-a267-45b1-b71a-95c765d30a43,,,,,,,White,Male,Hispanic or Latino,22136394,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348419,910f464d-7eab-4025-ab21-fbb6b0968142,22742709,51:03.1,First Degree,Misdemeanor,910f464d-7eab-4025-ab21-fbb6b0968142,,,,,,,White,Male,Not Hispanic or Latino,22137899,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5351530,840b6147-99e6-4bd0-9344-6f918cad3be4,22749091,48:16.2,First Degree,Misdemeanor,840b6147-99e6-4bd0-9344-6f918cad3be4,,,,,,,White,Male,Hispanic or Latino,22144644,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348549,dedf1512-e455-4410-9765-0393c0d23423,22742906,59:06.1,First Degree,Misdemeanor,dedf1512-e455-4410-9765-0393c0d23423,,,,,,,Black,Male,Unknown,22138162,,Z,No Action,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348585,8f0fe639-25f4-4b6b-9686-8ec408c8b10d,22742957,02:35.2,Unknown,Unknown,8f0fe639-25f4-4b6b-9686-8ec408c8b10d,,,,,,,Black,Male,Not Hispanic or Latino,22138233,,N,Filed Pending Court,00:00.0,1319,Battery,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Justice Administrastive Commission,Leon,Florida
5348585,8f0fe639-25f4-4b6b-9686-8ec408c8b10d,22742957,02:35.2,Unknown,Unknown,8f0fe639-25f4-4b6b-9686-8ec408c8b10d,,,,,,,Black,Male,Not Hispanic or Latino,22138233,,N,Filed Pending Court,00:00.0,1319,Battery,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Leon County State Attorney's Office,Leon,Florida
5348630,b2dea6db-a103-4de8-9b3c-37d8c13bce88,22743023,04:42.3,Second Degree,Felony,b2dea6db-a103-4de8-9b3c-37d8c13bce88,,,,,,,Black,Female,Unknown,22138312,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348360,63fa832a-182f-4204-87ab-6cd68249329d,22742608,46:59.5,First Degree,Misdemeanor,63fa832a-182f-4204-87ab-6cd68249329d,,,,,,,White,Female,Hispanic or Latino,22137785,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349884,7ae64cce-5871-44e7-b24b-a2f9659892d1,22744962,24:28.4,First Degree,Misdemeanor,7ae64cce-5871-44e7-b24b-a2f9659892d1,,,,,,,White,Male,Unknown,22140842,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348379,1999e333-cade-400d-9b28-26b5b3b444de,22742639,48:47.8,First Degree,Misdemeanor,1999e333-cade-400d-9b28-26b5b3b444de,,,,,,,Black,Male,Unknown,22137823,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349873,773cb7c3-7df9-4bce-b880-033902d23ac2,22744947,23:38.4,Third Degree,Felony,773cb7c3-7df9-4bce-b880-033902d23ac2,,,,,,,Black,Male,Unknown,22140820,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349909,59af92a7-a4a0-4356-823e-39ea5c0b08ff,22744998,25:52.1,First Degree,Misdemeanor,59af92a7-a4a0-4356-823e-39ea5c0b08ff,,,,,,,White,Male,Unknown,22140892,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347634,0ccb5a6f-a283-48b8-a347-a137bff53338,22741422,58:28.2,First Degree,Misdemeanor,0ccb5a6f-a283-48b8-a347-a137bff53338,,,,,,,Black,Female,Unknown,22136320,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350257,e19f008e-bcdb-4def-96ff-a1e44ab28691,22745848,31:51.8,Third Degree,Felony,e19f008e-bcdb-4def-96ff-a1e44ab28691,,,,,,,White,Male,Unknown,22141689,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347711,cad25a51-cb16-475c-b188-d96e1e8ef303,22741521,03:55.4,Third Degree,Felony,cad25a51-cb16-475c-b188-d96e1e8ef303,,,,,,,Black,Male,Unknown,22136474,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347868,e1ba74db-ac7f-4b53-af7e-2ffaf6f8cf10,22741786,13:34.9,First Degree,Misdemeanor,e1ba74db-ac7f-4b53-af7e-2ffaf6f8cf10,,,,,,,Black,Male,Unknown,22136785,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349799,1f3564e7-fa9b-4454-9522-5177c885eb94,22744831,18:51.3,First Degree,Misdemeanor,1f3564e7-fa9b-4454-9522-5177c885eb94,,,,,,,White,Male,Unknown,22140672,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347436,9e958931-96a8-48b4-8269-26b6e77da8fb,22741121,45:25.2,First Degree,Misdemeanor,9e958931-96a8-48b4-8269-26b6e77da8fb,,,,,,,White,Male,Hispanic or Latino,22135918,,L,Dropped or Abandoned,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347448,5ce73be0-3655-43f7-b03f-b39e502923fd,22741136,46:10.4,First Degree,Misdemeanor,5ce73be0-3655-43f7-b03f-b39e502923fd,,,,,,,Black,Male,Unknown,22135942,,N,Filed Pending Court,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347302,5644c987-765f-46d9-a801-a615f14a65e7,22740901,35:49.1,First Degree,Misdemeanor,5644c987-765f-46d9-a801-a615f14a65e7,,,,,,,White,Male,Hispanic or Latino,22135649,,L,Dropped or Abandoned,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347302,5644c987-765f-46d9-a801-a615f14a65e7,22740902,35:49.1,First Degree,Misdemeanor,5644c987-765f-46d9-a801-a615f14a65e7,,,,,,,White,Male,Hispanic or Latino,22135649,,L,Dropped or Abandoned,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349121,cc722ba9-e962-4614-9fc4-d46b6ccaf126,22743792,36:01.7,First Degree,Misdemeanor,cc722ba9-e962-4614-9fc4-d46b6ccaf126,,,,,,,Black,Male,Not Hispanic or Latino,22139311,,N,Filed Pending Court,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5351673,dc80f903-c55e-4a1a-8c27-32e8de7cc95c,22749492,49:54.1,First Degree,Misdemeanor,dc80f903-c55e-4a1a-8c27-32e8de7cc95c,,,,,,,Black,Male,Not Hispanic or Latino,22144990,,L,Dropped or Abandoned,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348903,def58f01-4a3d-4e3d-927b-11c670fdb377,22743459,21:51.1,First Degree,Misdemeanor,def58f01-4a3d-4e3d-927b-11c670fdb377,,,,,,,White,Male,Hispanic or Latino,22138867,,N,Filed Pending Court,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348783,ef6acadf-9ada-4922-8b33-09ba4c5721b8,22743269,14:58.4,Third Degree,Felony,ef6acadf-9ada-4922-8b33-09ba4c5721b8,,,,,,,White,Male,Unknown,22138629,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348497,dc43a91e-dc2c-4c86-8f9b-af84e43108cb,22742831,55:52.3,Third Degree,Felony,dc43a91e-dc2c-4c86-8f9b-af84e43108cb,,,,,,,White,Male,Not Hispanic or Latino,22138058,,Z,No Action,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348497,dc43a91e-dc2c-4c86-8f9b-af84e43108cb,22742832,55:52.3,Third Degree,Felony,dc43a91e-dc2c-4c86-8f9b-af84e43108cb,,,,,,,White,Male,Not Hispanic or Latino,22138058,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348483,e8a0d724-a86b-49f0-b5a1-02209b5389a2,22742814,55:02.4,Third Degree,Felony,e8a0d724-a86b-49f0-b5a1-02209b5389a2,,,,,,,White,Male,Not Hispanic or Latino,22138030,,C,Consolidated,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349098,0986cbce-d27a-43f3-ab76-87b253b47a7c,22743751,34:37.4,Third Degree,Felony,0986cbce-d27a-43f3-ab76-87b253b47a7c,,,,,,,White,Female,Unknown,22139264,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348288,825c30f2-4ab2-4c8e-a6af-8f5bed6ba702,22742514,42:08.4,Second Degree,Felony,825c30f2-4ab2-4c8e-a6af-8f5bed6ba702,,,,,,,Black,Male,Not Hispanic or Latino,22137641,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348288,825c30f2-4ab2-4c8e-a6af-8f5bed6ba702,22742513,42:08.4,Second Degree,Felony,825c30f2-4ab2-4c8e-a6af-8f5bed6ba702,,,,,,,Black,Male,Not Hispanic or Latino,22137641,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349651,89ad236d-0db8-4404-ac4f-5f7135b1b81e,22744639,09:22.4,Third Degree,Felony,89ad236d-0db8-4404-ac4f-5f7135b1b81e,,,,,,,Black,Female,Not Hispanic or Latino,22140380,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348412,5ce5fe4e-25b0-4a5c-9073-7e536580f30e,22742698,50:37.8,Third Degree,Felony,5ce5fe4e-25b0-4a5c-9073-7e536580f30e,,,,,,,Black,Male,Unknown,22137885,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350655,2485d7bb-3783-4211-8e7a-0243d70d4685,22746878,37:32.9,Third Degree,Felony,2485d7bb-3783-4211-8e7a-0243d70d4685,,,,,,,White,Male,Hispanic or Latino,22142627,,L,Dropped or Abandoned,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350511,583833c0-b268-41f4-b320-92a48a44b94f,22746509,34:43.4,Third Degree,Felony,583833c0-b268-41f4-b320-92a48a44b94f,,,,,,,White,Male,Not Hispanic or Latino,22142298,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349551,4a3e289a-211a-438a-9b57-a88c54c0539d,22744470,03:17.1,Third Degree,Felony,4a3e289a-211a-438a-9b57-a88c54c0539d,,,,,,,White,Male,Unknown,22140172,,N,Filed Pending Court,00:00.0,3551,Drugs-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348187,803770c2-2342-48f3-888b-7ea698f38ec7,22742321,35:57.4,First Degree,Misdemeanor,803770c2-2342-48f3-888b-7ea698f38ec7,,,,,,,Black,Male,Unknown,22137434,,N,Filed Pending Court,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350190,dc6c3f35-2af1-4ff6-ab99-b059fea02b40,22745684,31:09.8,First Degree,Misdemeanor,dc6c3f35-2af1-4ff6-ab99-b059fea02b40,,,,,,,White,Male,Not Hispanic or Latino,22141540,,N,Filed Pending Court,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350517,b1ab2143-e51a-47e9-92ac-9f14a04b320b,22746519,34:46.9,First Degree,Misdemeanor,b1ab2143-e51a-47e9-92ac-9f14a04b320b,,,,,,,Black,Male,Unknown,22142310,,L,Dropped or Abandoned,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349669,28981dd9-9153-46a7-9227-881e22e36767,22744661,10:32.4,First Degree,Misdemeanor,28981dd9-9153-46a7-9227-881e22e36767,,,,,,,White,Male,Hispanic or Latino,22140416,,L,Dropped or Abandoned,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347936,f4d55b4f-546d-4d44-bfc8-3ebd5b098d2d,22741872,17:44.7,First Degree,Misdemeanor,f4d55b4f-546d-4d44-bfc8-3ebd5b098d2d,,,,,,,Black,Male,Not Hispanic or Latino,22136922,,L,Dropped or Abandoned,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349506,613a4fae-e644-44e9-9fbb-63dc5a854870,22744411,00:39.1,First Degree,Misdemeanor,613a4fae-e644-44e9-9fbb-63dc5a854870,,,,,,,White,Male,Unknown,22140084,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349518,9e4d974d-7df5-4ce1-bee0-7ecbb3733068,22744427,01:24.7,First Degree,Misdemeanor,9e4d974d-7df5-4ce1-bee0-7ecbb3733068,,,,,,,White,Male,Not Hispanic or Latino,22140108,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349552,d6cec73a-7226-4b2b-b888-a12551cb863a,22744477,03:20.5,First Degree,Misdemeanor,d6cec73a-7226-4b2b-b888-a12551cb863a,,,,,,,White,Male,Hispanic or Latino,22140174,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349572,b1a6e782-e28f-4f22-9360-f4813a9f9724,22744512,04:34.3,First Degree,Misdemeanor,b1a6e782-e28f-4f22-9360-f4813a9f9724,,,,,,,White,Male,Hispanic or Latino,22140215,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348692,8483198c-307f-40fc-a421-99f583ddf573,22743123,08:26.0,First Degree,Misdemeanor,8483198c-307f-40fc-a421-99f583ddf573,,,,,,,White,Female,Hispanic or Latino,22138441,,Z,No Action,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348222,36523ba5-ecad-44fb-bb96-026b394cf3fc,22742371,38:06.3,Third Degree,Felony,36523ba5-ecad-44fb-bb96-026b394cf3fc,,,,,,,White,Male,Unknown,22137507,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347585,86d4e199-71ea-4254-ae72-ff318f1a9912,22741352,55:33.4,First Degree,Misdemeanor,86d4e199-71ea-4254-ae72-ff318f1a9912,,,,,,,White,Male,Not Hispanic or Latino,22136219,,N,Filed Pending Court,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349582,34401a33-a195-4fda-948f-b974da2db1ab,22744528,05:09.8,First Degree,Misdemeanor,34401a33-a195-4fda-948f-b974da2db1ab,,,,,,,Black,Male,Not Hispanic or Latino,22140235,,L,Dropped or Abandoned,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349276,27613f20-6026-49a2-bc22-96fcff75440f,22744063,46:17.0,First Degree,Misdemeanor,27613f20-6026-49a2-bc22-96fcff75440f,,,,,,,Black,Male,Unknown,22139622,,Z,No Action,00:00.0,3550,Drug Equip-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350965,ab4de0f4-8382-4282-810e-d8d3072caa97,22747588,41:59.8,Unknown,Unknown,ab4de0f4-8382-4282-810e-d8d3072caa97,,,,,,,Black,Male,Not Hispanic or Latino,22143324,,N,Filed Pending Court,00:00.0,3550,Drug Equip-Possess,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Justice Administrastive Commission,Leon,Florida
5350965,ab4de0f4-8382-4282-810e-d8d3072caa97,22747588,41:59.8,Unknown,Unknown,ab4de0f4-8382-4282-810e-d8d3072caa97,,,,,,,Black,Male,Not Hispanic or Latino,22143324,,N,Filed Pending Court,00:00.0,3550,Drug Equip-Possess,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Leon County State Attorney's Office,Leon,Florida
5349696,53b6b8d0-d2cb-46a3-a131-1e5ecbe7ac49,22744696,12:45.0,Third Degree,Felony,53b6b8d0-d2cb-46a3-a131-1e5ecbe7ac49,,,,,,,Black,Male,Not Hispanic or Latino,22140472,,L,Dropped or Abandoned,00:00.0,3562,Marijuana-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349287,972b24f2-344e-40a4-b81e-f79960dca2f3,22744077,46:55.7,Third Degree,Felony,972b24f2-344e-40a4-b81e-f79960dca2f3,,,,,,,White,Male,Hispanic or Latino,22139644,,L,Dropped or Abandoned,00:00.0,3562,Marijuana-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348264,d1b514f4-f6bb-419d-b960-b884fb673762,22742475,40:42.5,Third Degree,Felony,d1b514f4-f6bb-419d-b960-b884fb673762,,,,,,,Black,Male,Not Hispanic or Latino,22137594,,N,Filed Pending Court,00:00.0,3562,Marijuana-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347814,213cede0-4ab9-400f-a0e5-551270a44c27,22741706,10:14.4,First Degree,Misdemeanor,213cede0-4ab9-400f-a0e5-551270a44c27,,,,,,,Black,Male,Not Hispanic or Latino,22136677,,Z,No Action,00:00.0,3562,Marijuana-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350190,dc6c3f35-2af1-4ff6-ab99-b059fea02b40,22745683,31:09.8,Third Degree,Felony,dc6c3f35-2af1-4ff6-ab99-b059fea02b40,,,,,,,White,Male,Not Hispanic or Latino,22141540,,N,Filed Pending Court,00:00.0,3562,Marijuana-Possess,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347541,93a254e6-7bee-4dff-88b7-32372932cf62,22741288,52:53.5,First Degree,Felony,93a254e6-7bee-4dff-88b7-32372932cf62,,,,,,,Black,Male,Unknown,22136131,,C,Consolidated,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349044,96bcad62-df08-4b67-b432-d3e098c16e2f,22743677,31:31.9,Third Degree,Felony,96bcad62-df08-4b67-b432-d3e098c16e2f,,,,,,,White,Male,Unknown,22139159,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349003,2563e9da-2253-4824-a049-7b2d0dd16d46,22743608,27:51.6,Third Degree,Felony,2563e9da-2253-4824-a049-7b2d0dd16d46,,,,,,,White,Female,Not Hispanic or Latino,22139071,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350758,c68e95ae-8246-4e79-b333-f26999e9f377,22747118,39:24.7,Second Degree,Misdemeanor,c68e95ae-8246-4e79-b333-f26999e9f377,,,,,,,Black,Male,Unknown,22142861,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349005,1a852f6a-491c-4796-b8e1-6077dbdf55d9,22743611,27:58.6,Third Degree,Felony,1a852f6a-491c-4796-b8e1-6077dbdf55d9,,,,,,,Black,Male,Unknown,22139075,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347964,109c9eb5-bc7e-4756-89d1-b24bd20782f1,22741907,19:34.2,Third Degree,Felony,109c9eb5-bc7e-4756-89d1-b24bd20782f1,,,,,,,Black,Male,Unknown,22136978,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348080,879ac4e2-8dcc-4003-9bd7-47103fb14cbc,22742105,28:09.4,Second Degree,Felony,879ac4e2-8dcc-4003-9bd7-47103fb14cbc,,,,,,,Black,Female,Unknown,22137217,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5350920,5274bcf9-2dea-4659-9750-21d4f9a24782,22747504,41:13.4,Third Degree,Felony,5274bcf9-2dea-4659-9750-21d4f9a24782,,,,,,,White,Male,Unknown,22143226,,Z,No Action,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348043,e9fc4823-cfb7-4005-a74a-3eeddc470203,22742056,25:53.7,First Degree,Misdemeanor,e9fc4823-cfb7-4005-a74a-3eeddc470203,,,,,,,White,Female,Not Hispanic or Latino,22137143,,Z,No Action,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5348933,16b13990-da99-416e-a2dd-1adab7c90215,22743511,23:29.4,First Degree,Misdemeanor,16b13990-da99-416e-a2dd-1adab7c90215,,,,,,,Black,Female,Unknown,22138927,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5349113,7af319ae-0afb-466a-af59-b982cc0915a9,22743776,35:33.6,Third Degree,Felony,7af319ae-0afb-466a-af59-b982cc0915a9,,,,,,,White,Male,Hispanic or Latino,22139295,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347331,8ee9bd9c-35f7-474d-bfe9-69e23bea9f77,22740968,38:20.8,Second Degree,Misdemeanor,8ee9bd9c-35f7-474d-bfe9-69e23bea9f77,,,,,,,Black,Male,Unknown,22135707,,Z,No Action,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
5347326,1b210bfe-a8b0-4aec-ba3c-dd3317b8f489,22740951,38:02.8,Third Degree,Felony,1b210bfe-a8b0-4aec-ba3c-dd3317b8f489,,,,,,,Black,Male,Unknown,22135698,,N,Filed Pending Court,00:00.0,2399,Larceny,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
